ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
251126PW1WG6D2,Đang chờ xử lý,217787117253167,2025-11-25 23:25:18,,2025-11-25 07:41:59,inongsoc.kid,863161263,Preferred(Non-CB),22355108724,Set 3 chi tiết 2 áo 1 quần Minnie Disney dư xịn cho bé gái siêu xinh,176102655583,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,29000,1,XTRA Comm,,22011,,0.00%,0,7.50%,1650.825,1650.825,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251126PW1WG6D2,Đang chờ xử lý,217787117253167,2025-11-25 23:25:18,,2025-11-25 07:41:59,inongsoc.kid,863161263,Preferred(Non-CB),22845503290,Set bộ polo hoạ tiết Ny M.lb cho bé trai bé gái màu tím than size từ 20-45 cân,196817029478,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,49000,1,XTRA Comm,,37267,,0.00%,0,7.50%,2795.025,2795.025,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251126PW1WG6D2,Đang chờ xử lý,217787117253167,2025-11-25 23:25:18,,2025-11-25 07:41:59,inongsoc.kid,863161263,Preferred(Non-CB),25103200989,Set bộ khoác nỉ kết hợp quần short nỉ da cá khủng long 3D cho bé trai màu nâu be size từ 12-24 cân,99484439497,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,39000,1,XTRA Comm,,29639,,0.00%,0,7.50%,2222.925,2222.925,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251126PW1WG6D2,Đang chờ xử lý,217787117253167,2025-11-25 23:25:18,,2025-11-25 07:41:59,inongsoc.kid,863161263,Preferred(Non-CB),25103200989,Set bộ khoác nỉ kết hợp quần short nỉ da cá khủng long 3D cho bé trai màu nâu be size từ 12-24 cân,99484439499,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,39000,1,XTRA Comm,,29639,,0.00%,0,7.50%,2222.925,2222.925,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251126PW1WG6D2,Đang chờ xử lý,217787117253167,2025-11-25 23:25:18,,2025-11-25 07:41:59,inongsoc.kid,863161263,Preferred(Non-CB),25268311378,Set bộ bé trai in hình khủng long quần dáng suông style hàn nhà Hisun size từ 15-45 cân,207363449256,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo trẻ em,Bộ quần áo,39000,1,XTRA Comm,,29639,,0.00%,0,7.50%,2222.925,2222.925,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PTXFC34S,Đang chờ xử lý,217784854285403,2025-11-25 22:47:34,,2025-11-25 22:42:47,MT Shop Hàng Quảng Châu,26918633,C2C(Non-CB),20886136385,Áo phao lót lông cổ bẻ cho mẹ/bà hàng QC 2023 Kèm ảnh Thật [Sẵn Hàng],167934797069,Normal Product,,Thời Trang Nữ,Áo khoác,Áo khoác mùa đông,199200,1,Shopee Comm,,199200,,5.00%,9960,0.00%,0,9960,9960,0,9960,,0,0.00%,0,100.00%,9960,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PPPKGA5P,Đang chờ xử lý,217780295217605,2025-11-25 21:31:36,,2025-11-24 22:16:00,VUA BẠC ĐẠN SHOP,390985543,Preferred(Non-CB),25853161072,"[HOT] Vòng bi bạc đạn KOYO 6200/32, 6200 ngoài 32, 10329 (10x32x9) chế lốc nồi AB, bỏ bạc thau (Ảnh thật 100%)",69730456621,Normal Product,,"Mô tô, xe máy",Phụ tùng xe máy,Hệ thống dẫn động,49800,4,Shopee Comm,,175296,,5.00%,8764.8,0.00%,0,8764.8,8764.8,0,8764.8,,0,0.00%,0,100.00%,8764.8,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PJYAY8ST,Đang chờ xử lý,217776293290465,2025-11-25 20:24:53,,2025-11-24 17:53:50,OVQ Vietnam,1151395421,Preferred(Non-CB),24260896654,Combo 5 Mặt Nạ Dưỡng Ẩm OVQ Nhật Bản Dành riêng cho da nhạy cảm và da mụn xoa dịu tổn thương dưỡng sáng mịn da,252178477949,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,80000,1,XTRA Comm,,60000,,5.00%,3000,6.00%,3600,6600,3000,3600,6600,,0,0.00%,0,100.00%,6600,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PJNM1FS7,Đang chờ xử lý,217775967262686,2025-11-25 20:19:28,,2025-11-25 20:17:53,Shop Mẹ Bông2015,4334263,Preferred(Non-CB),7243853901,Combo 5 bộ quần áo ba lỗ bé trai sét bóng rổ size 3 - 14kg...,21377474179,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,103000,1,XTRA Comm,,103000,,0.00%,0,2.50%,2575,2575,0,2575,2575,,0,0.00%,0,100.00%,2575,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PJ56GPJX,Đang chờ xử lý,217775416204223,2025-11-25 20:10:16,,2025-11-25 06:34:13,zr520.vn,306203064,C2C(CB),29583658926,Ốp Lưng Cho Huawei Band 10 10NFC 9 9NFC 8 8NFC Vỏ Bảo Vệ Thể Thao Khung PC Chất Lượng Cao Nửa Gói rỗng ra Slim Phụ Kiện Đồng Hồ ,208432078121,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Phụ kiện cho đồng hồ thông minh,23482,1,XTRA Comm,,21082,,5.00%,1054.1,2.00%,421.64,1475.74,1054.1,421.64,1475.74,,0,0.00%,0,100.00%,1475.74,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PHR110SS,Đang chờ xử lý,217774974248286,2025-11-25 20:02:58,,2025-11-25 10:49:53,Dụng Cụ & Thiết Bị NĐ,740574075,Preferred(Non-CB),22100886346,Vỏ máy mài 100m Makita M0910B công tắc đui,182797473487,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,115000,1,Shopee Comm,,80000,,5.00%,4000,0.00%,0,4000,4000,0,4000,,0,0.00%,0,100.00%,4000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PHAMV47D,Đang chờ xử lý,217774525298498,2025-11-25 19:55:25,,2025-11-25 10:35:40,giangmun00,100111563,C2C(Non-CB),6378313307,"Thước Cuộn, Thước Mét 3mét 5mét 7,5mét Inox",78419540526,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,14000,1,XTRA Comm,,12321,,5.00%,616.05,4.00%,492.84,1108.89,5477.7,4382.16,9859.86,,0,0.00%,0,100.00%,9859.86,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PHAMV47D,Đang chờ xử lý,217774525298498,2025-11-25 19:55:25,,2025-11-25 10:35:40,giangmun00,100111563,C2C(Non-CB),8791530651,"Nỉ Đánh Bóng Kim Loại, Nỉ Xám, Xơ dừa, Nỉ Đỏ, Nỉ Trắng phi100",119396271109,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,8499,5,XTRA Comm,,37395,,5.00%,1869.75,4.00%,1495.8,3365.55,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PHAMV47D,Đang chờ xử lý,217774525298498,2025-11-25 19:55:25,,2025-11-25 10:35:40,giangmun00,100111563,C2C(Non-CB),29979129078,10 Viên Nỉ Đỏ/Nỉ Xám Đánh Bóng Kim Loại,237492739067,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,Dụng cụ,67999,1,XTRA Comm,,59838,,5.00%,2991.9,4.00%,2393.52,5385.42,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PH432F69,Đang chờ xử lý,217774305295502,2025-11-25 19:51:45,,2025-11-25 07:21:24,LaHa Store68,275488757,Preferred(Non-CB),21147059444,Khăn quàng cổ Cashmere mỏng mềm mịn dài 200cmx70cm (KQ22),49079272735,Normal Product,,Phụ Kiện Thời Trang,Khăn choàng,,39440,1,XTRA Comm,,39440,,5.00%,1972,1.00%,394.4,2366.4,1972,394.4,2366.4,,0,0.00%,0,100.00%,2366.4,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PGSR32CM,Đang chờ xử lý,217773958240115,2025-11-25 19:46:03,,2025-11-25 03:41:33,Tấm Lòng Nhà,1502185398,Preferred(Non-CB),51151566576,[Set 3 đôi] Găng Tay Chống Nắng UV Thời Trang Đạt Chuẩn UPF50+ Thun Lạnh Cao Cấp Co Giãn 4 Chiều,355142973208,Normal Product,,Phụ Kiện Thời Trang,Găng tay,,30099,1,XTRA Comm,,28099,,5.00%,1404.95,3.00%,842.97,2247.92,1404.95,842.97,2247.92,,0,0.00%,0,100.00%,2247.92,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PET3YUMC,Đang chờ xử lý,217771821233389,2025-11-25 19:11:13,,2025-11-25 05:45:20,khogiadung1993,327887078,Preferred(Non-CB),24922792992,Cặp Tất silicon🍀FREESHIP🍀vớ silicon dưỡng ẩm chống nứt nẻ chuyên dùng chăm sóc bàn chân cho nam nữ,246883369027,Normal Product,,Thời Trang Nữ,Vớ/ Tất,Tất,11998,2,XTRA Comm,,23996,,5.00%,1199.8,1.00%,239.96,1439.76,1199.8,239.96,1439.76,,0,0.00%,0,100.00%,1439.76,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PE1XJDF1,Đang chờ xử lý,217771012247731,2025-11-25 18:56:56,,2025-11-25 18:55:40,may loc nuoc nguyen lam,235481284,C2C(Non-CB),20844422585,"Van Cấp Máy Lọc Nước Ren 21-Dây 10mm - Kiểm Soát Và Bảo Vệ Nguồn Nước Gia Đình""",192247103823,Normal Product,,Thiết Bị Điện Gia Dụng,Đồ gia dụng nhà bếp,Máy lọc nước,39000,1,XTRA Comm,,39000,,5.00%,1950,1.00%,390,2340,1950,390,2340,,0,0.00%,0,100.00%,2340,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Others
251125PE095WRA,Đang chờ xử lý,217770956266947,2025-11-25 18:55:56,,2025-11-25 15:34:12,Eo Sport 365,528701219,Preferred(Non-CB),21648433126,"Áo Khoác Nữ Thể Thao Tay Dài Có Xỏ Ngón, Chất Liệu Co Giãn 4 Chiều, Phù Hợp Tập Gym, Yoga, Zumba( Áo Khoác K Mũ Ak01)",227539665860,Normal Product,,Thể Thao & Dã Ngoại,Thời Trang Thể Thao & Dã Ngoại,Áo Khoác,79000,1,XTRA Comm,,79000,,5.00%,3950,3.50%,2765,6715,3950,2765,6715,,0,0.00%,0,100.00%,6715,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PDBK9NSN,Đang chờ xử lý,217770262224013,2025-11-25 18:44:22,,2025-11-25 08:26:56,thanh tâm fashion,1474745961,Preferred(Non-CB),28177354590,"( Áo Ấm Tặng Bố ) Áo Khoác Phao Nam Trung Niên Tặng Bố, Tặng Ông, Tặng Ck BỀN - ĐẸP - Dày Dặn. Lót Lông Mền Mại Ấm Áp TT",79873911112,Normal Product,386285819211848_0_0,Thời Trang Nam,Áo khoác,Áo khoác mùa đông & Áo choàng,175000,1,XTRA Comm,,150500,,5.00%,7525,5.00%,7525,15050,7525,7525,15050,,0,0.00%,0,100.00%,15050,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Others
251125PDBK9NSN,Đang chờ xử lý,217770262224013,2025-11-25 18:44:22,,2025-11-25 08:26:56,thanh tâm fashion,1474745961,Preferred(Non-CB),41775798098,Thư cảm ơn dành cho khách hàng mua sản phẩm thời trang của shop,375010634073,Normal Product,386285819211848_0_0,Thời Trang Nữ,Áo khoác,Áo khoác mùa đông,0,1,XTRA Comm,,0,,5.00%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Others
251125PD1E3MT9,Đang chờ xử lý,217769921241405,2025-11-25 18:38:45,,2025-11-25 09:46:53,Sạch Tinh Tươm,716353758,Preferred(Non-CB),27756989145,Nước xả vải siêu đậm đặc Hygiene Expert Care chuẩn Thái Lan lưu hương lâu,79820888030,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Phụ kiện giặt là,78000,1,XTRA Comm,,78000,,5.00%,3900,6.00%,4680,8580,3900,4680,8580,,0,0.00%,0,100.00%,8580,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125PAE9CPPA,Đang chờ xử lý,217767131279520,2025-11-25 17:52:11,,2025-11-24 18:26:30,Giadunghanoi1518,1057747465,C2C(Non-CB),29520639180,1 bao quần lót giấy (50 gói -250 cái) giá sỉ,223585827690,Normal Product,,Thời Trang Nữ,Đồ lót,Quần lót,244650,2,XTRA Comm,,420798,,5.00%,21039.9,1.00%,4207.98,25247.88,21039.9,4207.98,25247.88,,0,0.00%,0,100.00%,25247.88,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
251125P9C89DW5,Đang chờ xử lý,217765989277879,2025-11-25 17:33:10,,2025-11-25 12:55:12,Shop Tai Nghe Huỳnh Gia,901280010,C2C(Non-CB),23253499358,"Combo Gậy Chụp Hình Tripod 3 Chân Thân Nhôm TF 3120 Cho Điện Thoại, Máy Ảnh Tặng Kèm Remote",119094842357,Normal Product,,Cameras & Flycam,Phụ kiện máy ảnh,Chân máy ảnh,120000,1,XTRA Comm,,105600,,5.00%,5280,4.50%,4752,10032,5280,4752,10032,,0,0.00%,0,100.00%,10032,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,CB4_8_20251106042339,,,,,Facebook
